nickname,player_details,final_score,show_info,full_name,occupation,hometown,archive_info,date
Faizan,"Faizan Kothari, an investment banking analyst from New York, New York","$9,223","J! Archive - Show #8003, aired 2019-05-29",Faizan Kothari,an investment banking analyst,"New York, New York",J! Archive - Show #8003,2019-05-29
Lisa,"Lisa Clark, a freelance designer from Atlanta, Georgia",$1,"J! Archive - Show #8003, aired 2019-05-29",Lisa Clark,a freelance designer,"Atlanta, Georgia",J! Archive - Show #8003,2019-05-29
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 28-day cash winnings total $2,195,557)","$59,381","J! Archive - Show #8002, aired 2019-05-28",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #8002,2019-05-28
Jim-Bob,"Jim-Bob Williams, a therapeutic humorist from St. Albans, West Virginia",$10,"J! Archive - Show #8002, aired 2019-05-28",Jim-Bob Williams,a therapeutic humorist,"St. Albans, West Virginia",J! Archive - Show #8002,2019-05-28
Sara,"Sara Feeney, a stay-at-home mom from Livonia, Michigan","$16,801","J! Archive - Show #8002, aired 2019-05-28",Sara Feeney,a stay-at-home mom,"Livonia, Michigan",J! Archive - Show #8002,2019-05-28
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 27-day cash winnings total $2,065,535)","$130,022","J! Archive - Show #8001, aired 2019-05-27",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #8001,2019-05-27
Monica,"Monica Foy, a financial planner from San Francisco, California","$13,195","J! Archive - Show #8001, aired 2019-05-27",Monica Foy,a financial planner,"San Francisco, California",J! Archive - Show #8001,2019-05-27
Scott,"Scott Swartz, a medical student from Berkeley, California","$12,399","J! Archive - Show #8001, aired 2019-05-27",Scott Swartz,a medical student,"Berkeley, California",J! Archive - Show #8001,2019-05-27
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 26-day cash winnings total $1,991,135)","$74,400","J! Archive - Show #8000, aired 2019-05-24",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #8000,2019-05-24
Sam,"Sam Kooistra, a criminal defense lawyer from Tucson, Arizona","-$2,000","J! Archive - Show #8000, aired 2019-05-24",Sam Kooistra,a criminal defense lawyer,"Tucson, Arizona",J! Archive - Show #8000,2019-05-24
Susan,"Susan Waller, a K-12 school administrator from Chester, Pennsylvania","$1,800","J! Archive - Show #8000, aired 2019-05-24",Susan Waller,a K-12 school administrator,"Chester, Pennsylvania",J! Archive - Show #8000,2019-05-24
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 25-day cash winnings total $1,939,027)","$52,108","J! Archive - Show #7999, aired 2019-05-23",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #7999,2019-05-23
Laura,"Laura Schulman, a public defender from Seattle, Washington","$1,200","J! Archive - Show #7999, aired 2019-05-23",Laura Schulman,a public defender,"Seattle, Washington",J! Archive - Show #7999,2019-05-23
Nate,"Nate Scheffey, a technology consultant from New York, New York","$35,800","J! Archive - Show #7999, aired 2019-05-23",Nate Scheffey,a technology consultant,"New York, New York",J! Archive - Show #7999,2019-05-23
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 24-day cash winnings total $1,867,142)","$71,885","J! Archive - Show #7998, aired 2019-05-22",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #7998,2019-05-22
Mary,"Mary Peace, a high school teacher from Ottawa, Ontario, Canada","$7,200","J! Archive - Show #7998, aired 2019-05-22",Mary Peace,a high school teacher,"Ottawa, Ontario, Canada",J! Archive - Show #7998,2019-05-22
Liz,"Liz Levin, an attorney from Los Angeles, California","-$2,400","J! Archive - Show #7998, aired 2019-05-22",Liz Levin,an attorney,"Los Angeles, California",J! Archive - Show #7998,2019-05-22
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 23-day cash winnings total $1,780,237)","$86,905","J! Archive - Show #7997, aired 2019-05-21",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #7997,2019-05-21
Kate,"Kate Kelly, a nonprofit finance professional from New York, New York","$13,100","J! Archive - Show #7997, aired 2019-05-21",Kate Kelly,a nonprofit finance professional,"New York, New York",J! Archive - Show #7997,2019-05-21
Jason,"Jason Mangano, a freelance writer from Fords, New Jersey","$14,400","J! Archive - Show #7997, aired 2019-05-21",Jason Mangano,a freelance writer,"Fords, New Jersey",J! Archive - Show #7997,2019-05-21
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 22-day cash winnings total $1,691,008)","$89,229","J! Archive - Show #7996, aired 2019-05-20",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #7996,2019-05-20
Jenny,"Jenny Gibbs, a handywoman and gardener from Charlottesville, Virginia","$8,801","J! Archive - Show #7996, aired 2019-05-20",Jenny Gibbs,a handywoman and gardener,"Charlottesville, Virginia",J! Archive - Show #7996,2019-05-20
Adam,"Adam Stone, an associate professor of political science from Marietta, Georgia",$1,"J! Archive - Show #7996, aired 2019-05-20",Adam Stone,an associate professor of political science,"Marietta, Georgia",J! Archive - Show #7996,2019-05-20
Conor,"Conor Quinn, a high school world history teacher from Albany, New York (subtotal of $5,600)","$26,400","J! Archive - Show #7995, aired 2019-05-17",Conor Quinn,a high school world history teacher,"Albany, New York",J! Archive - Show #7995,2019-05-17
Francois,"Francois Barcomb, an 11th grade physics teacher from New Paltz, New York (subtotal of $20,400)","$21,200","J! Archive - Show #7995, aired 2019-05-17",Francois Barcomb,an 11th grade physics teacher,"New Paltz, New York",J! Archive - Show #7995,2019-05-17
Sara,"Sara DelVillano, a middle school instrumental music teacher from Lanham, Maryland (subtotal of $4,800)","$14,800","J! Archive - Show #7995, aired 2019-05-17",Sara DelVillano,a middle school instrumental music teacher,"Lanham, Maryland",J! Archive - Show #7995,2019-05-17
Conor,"Conor Quinn, a high school world history teacher from Albany, New York","$5,600","J! Archive - Show #7994, aired 2019-05-16",Conor Quinn,a high school world history teacher,"Albany, New York",J! Archive - Show #7994,2019-05-16
Francois,"Francois Barcomb, an 11th grade physics teacher from New Paltz, New York","$20,400","J! Archive - Show #7994, aired 2019-05-16",Francois Barcomb,an 11th grade physics teacher,"New Paltz, New York",J! Archive - Show #7994,2019-05-16
Sara,"Sara DelVillano, a middle school instrumental music teacher from Lanham, Maryland","$4,800","J! Archive - Show #7994, aired 2019-05-16",Sara DelVillano,a middle school instrumental music teacher,"Lanham, Maryland",J! Archive - Show #7994,2019-05-16
Conor,"Conor Quinn, a high school world history teacher from Albany, New York","$19,201","J! Archive - Show #7993, aired 2019-05-15",Conor Quinn,a high school world history teacher,"Albany, New York",J! Archive - Show #7993,2019-05-15
Dave,"Dave Rowswell, a high school art teacher from Cheyenne, Wyoming","$5,399","J! Archive - Show #7993, aired 2019-05-15",Dave Rowswell,a high school art teacher,"Cheyenne, Wyoming",J! Archive - Show #7993,2019-05-15
Matthew,"Matthew Bunch, a middle school civics and world history teacher from Miami, Florida","$9,300","J! Archive - Show #7993, aired 2019-05-15",Matthew Bunch,a middle school civics and world history teacher,"Miami, Florida",J! Archive - Show #7993,2019-05-15
Benjamin,"Benjamin Schwartz, a middle school English teacher from Stamford, Connecticut",$5,"J! Archive - Show #7992, aired 2019-05-14",Benjamin Schwartz,a middle school English teacher,"Stamford, Connecticut",J! Archive - Show #7992,2019-05-14
Francois,"Francois Barcomb, an 11th grade physics teacher from New Paltz, New York","$18,801","J! Archive - Show #7992, aired 2019-05-14",Francois Barcomb,an 11th grade physics teacher,"New Paltz, New York",J! Archive - Show #7992,2019-05-14
Julia,"Julia Rosinski Bailey, a 10th grade chemistry teacher from Austin, Texas","$18,797","J! Archive - Show #7992, aired 2019-05-14",Julia Rosinski Bailey,a 10th grade chemistry teacher,"Austin, Texas",J! Archive - Show #7992,2019-05-14
Joe,"Joe Rengstorf, a middle school special education teacher from Poulsbo, Washington","$5,399","J! Archive - Show #7991, aired 2019-05-13",Joe Rengstorf,a middle school special education teacher,"Poulsbo, Washington",J! Archive - Show #7991,2019-05-13
Trevor,"Trevor Crowell, a high school Spanish teacher from Mountain View, California",$100,"J! Archive - Show #7991, aired 2019-05-13",Trevor Crowell,a high school Spanish teacher,"Mountain View, California",J! Archive - Show #7991,2019-05-13
Sara,"Sara DelVillano, a middle school instrumental music teacher from Lanham, Maryland","$7,599","J! Archive - Show #7991, aired 2019-05-13",Sara DelVillano,a middle school instrumental music teacher,"Lanham, Maryland",J! Archive - Show #7991,2019-05-13
Dave,"Dave Rowswell, a high school art teacher from Cheyenne, Wyoming","$12,300","J! Archive - Show #7990, aired 2019-05-10",Dave Rowswell,a high school art teacher,"Cheyenne, Wyoming",J! Archive - Show #7990,2019-05-10
Benjamin,"Benjamin Schwartz, a middle school English teacher from Stamford, Connecticut","$22,001","J! Archive - Show #7990, aired 2019-05-10",Benjamin Schwartz,a middle school English teacher,"Stamford, Connecticut",J! Archive - Show #7990,2019-05-10
Ellie,"Ellie Walsh, a high school world history and U.S. government teacher from Nashville, Tennessee",$1,"J! Archive - Show #7990, aired 2019-05-10",Ellie Walsh,a high school world history and U.S. government teacher,"Nashville, Tennessee",J! Archive - Show #7990,2019-05-10
Sara,"Sara DelVillano, a middle school instrumental music teacher from Lanham, Maryland","$8,399","J! Archive - Show #7989, aired 2019-05-09",Sara DelVillano,a middle school instrumental music teacher,"Lanham, Maryland",J! Archive - Show #7989,2019-05-09
Melissa,"Melissa Okey, an elementary school resource teacher from Panorama City, California",$800,"J! Archive - Show #7989, aired 2019-05-09",Melissa Okey,an elementary school resource teacher,"Panorama City, California",J! Archive - Show #7989,2019-05-09
Conor,"Conor Quinn, a high school world history teacher from Albany, New York","$17,600","J! Archive - Show #7989, aired 2019-05-09",Conor Quinn,a high school world history teacher,"Albany, New York",J! Archive - Show #7989,2019-05-09
Francois,"Francois Barcomb, an 11th grade physics teacher from New Paltz, New York","$20,600","J! Archive - Show #7988, aired 2019-05-08",Francois Barcomb,an 11th grade physics teacher,"New Paltz, New York",J! Archive - Show #7988,2019-05-08
Alexandra,"Alexandra Bicks, a high school ESL teacher from Cambridge, Massachusetts","$5,199","J! Archive - Show #7988, aired 2019-05-08",Alexandra Bicks,a high school ESL teacher,"Cambridge, Massachusetts",J! Archive - Show #7988,2019-05-08
Vicki,"Vicki Leibeck-Owsley, a high school English teacher from Columbia, Kentucky","$1,000","J! Archive - Show #7988, aired 2019-05-08",Vicki Leibeck-Owsley,a high school English teacher,"Columbia, Kentucky",J! Archive - Show #7988,2019-05-08
Tara,"Tara Baxter, a high school English teacher from Tucson, Arizona","$2,000","J! Archive - Show #7987, aired 2019-05-07",Tara Baxter,a high school English teacher,"Tucson, Arizona",J! Archive - Show #7987,2019-05-07
Matthew,"Matthew Bunch, a middle school civics and world history teacher from Miami, Florida","$9,600","J! Archive - Show #7987, aired 2019-05-07",Matthew Bunch,a middle school civics and world history teacher,"Miami, Florida",J! Archive - Show #7987,2019-05-07
Trevor,"Trevor Crowell, a high school Spanish teacher from Mountain View, California","$15,500","J! Archive - Show #7987, aired 2019-05-07",Trevor Crowell,a high school Spanish teacher,"Mountain View, California",J! Archive - Show #7987,2019-05-07
Mariah,"Mariah Minges Klusman, a 12th grade English language arts teacher from Wyncote, Pennsylvania","$4,795","J! Archive - Show #7986, aired 2019-05-06",Mariah Minges Klusman,a 12th grade English language arts teacher,"Wyncote, Pennsylvania",J! Archive - Show #7986,2019-05-06
Joe,"Joe Rengstorf, a middle school special education teacher from Poulsbo, Washington","$20,401","J! Archive - Show #7986, aired 2019-05-06",Joe Rengstorf,a middle school special education teacher,"Poulsbo, Washington",J! Archive - Show #7986,2019-05-06
Julia,"Julia Rosinski Bailey, a 10th grade chemistry teacher from Austin, Texas","$15,200","J! Archive - Show #7986, aired 2019-05-06",Julia Rosinski Bailey,a 10th grade chemistry teacher,"Austin, Texas",J! Archive - Show #7986,2019-05-06
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 21-day cash winnings total $1,608,627)","$82,381","J! Archive - Show #7985, aired 2019-05-03",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #7985,2019-05-03
Pete,"Pete Vanderhyden, an airline pilot from Murrieta, California",$0,"J! Archive - Show #7985, aired 2019-05-03",Pete Vanderhyden,an airline pilot,"Murrieta, California",J! Archive - Show #7985,2019-05-03
Carol,"Carol Hansen, a retired database administrator from San Francisco, California","$2,399","J! Archive - Show #7985, aired 2019-05-03",Carol Hansen,a retired database administrator,"San Francisco, California",J! Archive - Show #7985,2019-05-03
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 20-day cash winnings total $1,528,012)","$80,615","J! Archive - Show #7984, aired 2019-05-02",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #7984,2019-05-02
Jessica,"Jessica Efron Sauer, a bookkeeper from Munster, Indiana",$0,"J! Archive - Show #7984, aired 2019-05-02",Jessica Efron Sauer,a bookkeeper,"Munster, Indiana",J! Archive - Show #7984,2019-05-02
Josh,"Josh Archibald-Seiffer, a music director and pianist from Seattle, Washington","$10,200","J! Archive - Show #7984, aired 2019-05-02",Josh Archibald-Seiffer,a music director and pianist,"Seattle, Washington",J! Archive - Show #7984,2019-05-02
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 19-day cash winnings total $1,426,330)","$101,682","J! Archive - Show #7983, aired 2019-05-01",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #7983,2019-05-01
Kate,"Kate Jay Zweifler, a Realtor and stay-at-home mom from Philadelphia, Pennsylvania","$8,399","J! Archive - Show #7983, aired 2019-05-01",Kate Jay Zweifler,a Realtor and stay-at-home mom,"Philadelphia, Pennsylvania",J! Archive - Show #7983,2019-05-01
Imar,"Imar Dacunha, a business systems analyst from Orlando, Florida","$8,612","J! Archive - Show #7983, aired 2019-05-01",Imar Dacunha,a business systems analyst,"Orlando, Florida",J! Archive - Show #7983,2019-05-01
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 18-day cash winnings total $1,329,604)","$96,726","J! Archive - Show #7982, aired 2019-04-30",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #7982,2019-04-30
Jason,"Jason Lai, a financial risk consultant from Duluth, Georgia","$5,399","J! Archive - Show #7982, aired 2019-04-30",Jason Lai,a financial risk consultant,"Duluth, Georgia",J! Archive - Show #7982,2019-04-30
Libby,"Libby Wood, a marketing writer from Seattle, Washington","$1,999","J! Archive - Show #7982, aired 2019-04-30",Libby Wood,a marketing writer,"Seattle, Washington",J! Archive - Show #7982,2019-04-30
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 17-day cash winnings total $1,275,587)","$54,017","J! Archive - Show #7981, aired 2019-04-29",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #7981,2019-04-29
Jasmine,"Jasmine Leonas, a social media specialist from Chicago, Illinois","$7,800","J! Archive - Show #7981, aired 2019-04-29",Jasmine Leonas,a social media specialist,"Chicago, Illinois",J! Archive - Show #7981,2019-04-29
Adam,"Adam Levin, a sports information director from Ashland, Massachusetts","$53,999","J! Archive - Show #7981, aired 2019-04-29",Adam Levin,a sports information director,"Ashland, Massachusetts",J! Archive - Show #7981,2019-04-29
James,"James Holzhauer, a professional sports gambler from Las Vegas, Nevada (whose 16-day cash winnings total $1,225,987)","$49,600","J! Archive - Show #7980, aired 2019-04-26",James Holzhauer,a professional sports gambler,"Las Vegas, Nevada",J! Archive - Show #7980,2019-04-26
Tyler,"Tyler Lee, an international banking project manager from Hollis, New York",$0,"J! Archive - Show #7980, aired 2019-04-26",Tyler Lee,an international banking project manager,"Hollis, New York",J! Archive - Show #7980,2019-04-26
